map_order,title,year,first_broadcast_date,source,broadcasting_station,cluster,form,genre,protagonist_verified,protagonist_role,author,director,url,description
526,Jane Eyre (1/3),2005,2005,DLF/DLF Kultur,Saarländischer Rundfunk / Deutschlandradio Kultur / Norddeutscher Rundfunk / Radio Bremen,Biofiction,adaptation,Hörspielbearbeitung,Jane Eyre,fictional character; woman,dem gleichnamigen Roman von Charlotte Brontë,Christiane Ohaus,https://www.hoerspielundfeature.de/jane-eyre-teil-1-wiederholung-100.html,Jane Eyre (1/3) - radio work based on Charlotte Brontë • Classic • A novel about female self-determination: It tells the life story of a woman in the 19th century who fights for her freedom and autonomy - successfully despite much resistance.
527,Albatros,2022,2022,DLF/DLF Kultur,Autorenproduktion,Biofiction,original radio play,Originalhörspiel,"Robert, a homeless man",fictional character; ordinary person,Mario Willms,,https://www.hoerspielundfeature.de/albatros-100.html,"Love story • Robert, without a permanent home but with a positive attitude towards life, moves through Berlin at night and tells his life story: of involuntary fame, of the ethos of the homeless, of love and other afflictions."
528,BRUDER. Eine deutsch-litauische Geschwistergeschichte ,2020,05.05.2020,DLF/DLF Kultur,Bauhaus-Universität Weimar,Autobiographical lives,feature / documentary,Feature,Jurate Braginaite and her brother,author; ordinary person; woman,Jurate Braginaite,,https://www.hoerspielundfeature.de/feature-bruder-eine-geschichte-in-drei-teilen-100.html,"For both of them it took them from Lithuania to Germany, for him back and forth to prison. Their lives were different: at 36, he saw the inside of more prison cells than he could count."
529,Wolfgang – Ein Leben auf 20.000 Kassetten	,2022,2022,DLF/DLF Kultur,Westdeutscher Rundfunk,Biography,portrait,"Porträt, Feature",Wolfgang Seelbinder,ordinary person,Christian Collet,Nicolai von Koslowski,https://www.hoerspielundfeature.de/wolfgang-ein-leben-auf-20000-kassetten-100.html,"After the death of Berlin bank employee Wolfgang Seelbinder, radio archivist Christian Collet came across his life story - recorded on 20,000 cassettes."
530,Amerika der Träume ,2022,2022,DLF/DLF Kultur,Südwestrundfunk,Biography,portrait,"Porträt, Feature",Paul Auster,author,Thomas David,Maidon Bader,https://www.hoerspielundfeature.de/amerika-der-traeume-100.html,"Shortly before Auster's 75th birthday on February 3rd, feature writer Thomas David visited the writer in New York and spoke to him about his “America of dreams.”."
531,Generation U,2026,24.02.2026,DLF/DLF Kultur,Deutschlandfunk / SWR Kultur,Biography,feature / documentary,Feature,Ukrainian children and teenagers in Germany,collective; child; refugee,Inga Lizengevic,"die Autorin Es sprachen: Zeynep Bozbay, Lisa Hrdina, Timo Weisschnur und die Autorin",https://www.hoerspielundfeature.de/generation-u-100.html,"350,000 children have also fled Ukraine to Germany since 2022. After three and a half years, many are wondering where their future lies. Some long for home despite the war."
532,"Erzählen, wie es weitergeht",2024,17.02.2024,DLF/DLF Kultur,Deutschlandfunk,Biofiction,original radio play,Hörspiel,loneliness,fictional character; ordinary person,Jürgen Becker,Matthias Kapohl,https://www.hoerspielundfeature.de/erzaehlen-wie-es-weitergeht-100.html,Literature • Who are we when we are alone? How do our memories guide our consciousness? The radio work by Büchner Prize winner Jürgen Becker sharpens our awareness of processes of experience.
533,Heimgesucht,2025,11.11.2025,DLF/DLF Kultur,Deutschlandfunk / Filmuniversität Babelsberg,Biography,feature / documentary,Feature,former child convalescent-home patients,collective; ordinary person; child,Silas Degen,Silas Degen Redaktion: Jenny Marrenbach,https://www.hoerspielundfeature.de/heimgesucht-100.html,"In the Johannaberg children's health home near Detmold, children who were deported had to experience homesickness, fear and violence. Decades later, a group of contemporary witnesses set out on a journey."
534,doku drops 6: Old Tapes,2025,04.11.2025,DLF/DLF Kultur,Deutschlandfunk Kultur,Autobiographical lives,feature / documentary,Feature,old tape recordings and half-forgotten voices,collective; ordinary person,Zusammenstellung und Moderation: Judith Geffert und Ingo Kottkamp,,https://www.hoerspielundfeature.de/doku-drops-6-old-tapes-100.html,"They lie dormant in attics, in drawers and on old hard drives: recordings that haven't been listened to for a long time. In our short documentaries, the dust is wiped off the cassette cover and half-forgotten voices come to life again."
535,Der Afrik,2025,04.10.2025,DLF/DLF Kultur,Südwestrundfunk,Biofiction,adaptation,Hörspielbearbeitung,banished outsider from Pfaffenweiler,fictional character; ordinary person,dem gleichnamigen Roman von Sven Recker,Nicole Paulsen,https://www.hoerspielundfeature.de/hoerspiel-des-monats-september-2025-der-afrik-100.html,"From the Black Forest to Algeria and back. An exiled outsider wants to take revenge on his home village, the wine village of Pfaffenweiler in Baden, which lured him to Algeria with false promises."
536,Warum vergessen wir Dinge?,2025,05.09.2025,DLF/DLF Kultur,Deutschlandfunk Kultur,Biography,other,Kakadu,forgetting and memory,abstract concept,"Braun, Babette",,https://www.hoerspielundfeature.de/warum-vergessen-wir-dinge-100.html,There are reasons why we can't remember everything and forgetting can sometimes even be really useful.
537,Schwebende Brücken,2025,05.07.2025,DLF/DLF Kultur,Deutschlandfunk,Biofiction,original radio play,Hörspiel,Schwebende Brücken,fictional character; woman; ordinary person,Maike Wetzel,Kai Grehn,https://www.hoerspielundfeature.de/hoerspiel-des-monats-juni-2025-schwebende-bruecken-100.html,The radio work “Floating Bridges” was chosen as the radio work of the month for June 2025 by the Academy of Performing Arts.
538,Damenabteilung,2026,23.07.2026,DLF/DLF Kultur,Deutschlandfunk,Biography,feature / documentary,Feature,department store,collective; woman; ordinary person,Manuel Gogos und Christoph Spittler,Philippe Brühl Redaktion: Barbara Schäfer und Lisa Steck Deutschlandfunk 2025 Zu Teil 1 der Serie Konsum und Konkurs,https://www.hoerspielundfeature.de/konsum-und-konkurs-abschiedstour-durchs-warenhaus-2-6-100.html,"The authors get lost in the women's section. In Troisdorf near Cologne, 150 former Hertie saleswomen are meeting for a revival. The branch closed 40 years ago."
539,Alleestraße,2016,16.04.2016,DLF/DLF Kultur,Deutschlandfunk,Autobiographical lives,original radio play,Hörspiel,growing up in the Ruhr area in the 1960s and 1970s,author; ordinary person,Hörspiel von Roland E. Koch,Fabian von Freier,https://www.hoerspielundfeature.de/kindheit-und-jugend-alleestrasse-100.html,"Growing up in the Ruhr area in the 60s and 70s: cramped conditions, the speechlessness of a middle-class nuclear family, the violence in the internally damaged post-war society."
540,Rückkehr der Zauberflöte,2015,27.11.2015,DLF/DLF Kultur,Deutschlandfunk,Biography,feature / documentary,Feature,Anne-Katrin Probst,ordinary person; woman,Mario Bandi,der Autor Es sprachen: Katherina Wolter und der Autor,https://www.hoerspielundfeature.de/ein-mongolisches-roadmovie-rueckkehr-der-zauberfloete-100.html,"Anne-Katrin Probst was born in Ulan Bator. Her parents returned to the GDR from their relief mission for socialist Mongolia when she was two years old. It is full of images, sounds, stories from a magical land, beautiful and terrible at the same time."
541,Also muss ich überleben!,2025,21.01.2025,DLF/DLF Kultur,Deutschlandfunk,Biography,feature / documentary,Feature,Savita Wagner,medic; activist; woman,Manfred Bonson,"Matthias Kapohl Es sprachen: Picco von Groote, Nikolaus Benda, Judith Jakob, Jochen Langner und Claudia Mischke",https://www.hoerspielundfeature.de/also-muss-ich-ueberleben-100.html,"She doesn't just want to watch: When war breaks out, Savita Wagner goes to Ukraine to help. As a medic at the front, she saves many wounded people. Until she is fatally hit by shrapnel."
542,Wer war Anne Frank?,2025,07.11.2025,DLF/DLF Kultur,Deutschlandfunk Kultur,Based on diaries,other,Kakadu,Anne Frank,author; woman,"Voss, Regina",,https://www.hoerspielundfeature.de/wer-war-anne-frank-100.html,"Anne Frank became world famous primarily because of her diary, which she kept in the secret annex in Amsterdam. But Anne also wrote stories."
543,"HERZBEFELLT, ein Nachrufen",2022,05.06.2022,DLF/DLF Kultur,Deutschlandfunk Kultur,Biography,original radio play,Hörspiel,Friederike Mayröcker,author; woman,Frieda Paris,Ulrike Haage,https://www.hoerspielundfeature.de/herzbefellt-lyrischer-nachruf-auf-friederike-mayroecker-100.html,Poetry • The young author Frieda Paris writes an obituary for the famous Friederike Mayröcker. About an intimate creative process and a poetic discussion.
544,Die vier Söhne des Dr. March,2003,2003,DLF/DLF Kultur,Deutschlandfunk / Saarländischer Rundfunk,Based on diaries,adaptation,"Hörspielbearbeitung, Kriminalhörspiel","Jeanie, a housemaid",fictional character; ordinary person; woman,Brigitte Aubert,Beatrix Ackers,https://www.hoerspielundfeature.de/krimi-die-vier-soehne-des-dr-march-100.html,"The housemaid Jeanie comes across the diary of a sex offender. The murderer is one of her employer's four sons. In the middle of her research, she finds herself caught up in a sadistic hunt."
545,Schießbuden haben noch immer einen Reiz für mich,2009,11.03.2009,DLF/DLF Kultur,Deutschlandradio Kultur,Based on diaries,adaptation,Hörstück,Ré Soupault,artist; woman,Hörstück mit unveröffentlichten Texten von Ré Soupault von Andra Joeckle,Christina Nagel,https://www.hoerspielundfeature.de/schiessbuden-haben-noch-immer-einen-reiz-fuer-mich-100.html,"The artist Ré Soupault cycles through a post-war Germany in ruins. Like the country, Ré is also on the move. Andra Joeckle stages the German-French artist's logbook, and we pedal along."
546,Zwischen allen Stühlen (3/3),1999,1999,DLF/DLF Kultur,DeutschlandRadio Berlin / Sender Freies Berlin-Ostdeutscher Rundfunk Brandenburg,Based on diaries,adaptation,Hörspielbearbeitung,Victor Klemperer,author,Victor Klemperer,Peter Groeger,https://www.hoerspielundfeature.de/zwischen-allen-stuehlen-3-3-100.html,"Contemporary document • The last chapter of a bourgeois humanist's life: Victor Klemperer keeps a constant diary, writing about personal tragedies and his everyday life in the GDR."
547,Zwischen allen Stühlen (2/3),1999,1999,DLF/DLF Kultur,DeutschlandRadio Berlin / Sender Freies Berlin-Ostdeutscher Rundfunk Brandenburg,Based on diaries,adaptation,Hörspielbearbeitung,Victor Klemperer,author,Victor Klemperer,Peter Groeger,https://www.hoerspielundfeature.de/zwischen-allen-stuehlen-2-3-100.html,"Contemporary document • ""I have been disrespected more than a dog. They are now trying to get me by all means possible. What will happen tomorrow?"" The philologist Victor Klemperer records his life in the young GDR."
548,Zeugnis ablegen (2/6),2019,11.09.2019,DLF/DLF Kultur,DeutschlandRadio Berlin / Ostdeutscher Rundfunk Brandenburg,Based on diaries,adaptation,Hörspielbearbeitung,Victor Klemperer,author,Victor Klemperer,Peter Groeger,https://www.hoerspielundfeature.de/die-tagebuecher-des-victor-klemperer-teil-5-100.html,"Contemporary document • ""I have the impression that an explosion is imminent. I expect pogroms, ghetto, money and house confiscation. Rather: I expect nothing."" Klemperer meticulously documents his everyday life under National Socialism."
549,Flog ein Vogel federlos,2024,15.06.2024,DLF/DLF Kultur,Deutschlandfunk / Bayerischer Rundfunk,Biofiction,original radio play,Hörspiel,girl with anorexia,fictional character; woman,Christine Nagel,die Autorin,https://www.hoerspielundfeature.de/flog-ein-vogel-federlos-100.html,"Literature • A small town in the mid-80s. A perfect family in their little world. Chernobyl, rearmament and environmental destruction have no place there. Then the daughter disappears into herself."
550,Tagebuch 1985–1989,2000,2000,DLF/DLF Kultur,Deutschlandfunk,Based on diaries,feature / documentary,Literarisches Dokument,Sándor Márai,author,Sándor Márai,Klaus Buhlert,https://www.hoerspielundfeature.de/tagebuch-wh-100.html,"Literary document • The diaries of the writer Sándor Márai are the record of a great love and at the same time a merciless reflection on the last things: loneliness, illness, death."
551,Meine liebe Änne!,2008,2008,DLF/DLF Kultur,Deutschlandfunk,Based on letters,feature / documentary,"Feature, Autobiographie",Änne (Ricarda Bethke's mother),ordinary person; woman,Ricarda Bethke,Thomas Zenke,https://www.hoerspielundfeature.de/meine-liebe-aenne-wh-100.html,"Autobiography • Only after her mother's death did Ricarda Bethke find out about her forced sterilization in 1942. Using letters and documents, the author traces a life that maintains silence after the injustice she suffered."
552,Erinnern und verklären,2010,19.11.2010,DLF/DLF Kultur,Deutschlandfunk,Based on diaries,feature / documentary,Feature,parents,parent; ordinary person,Almut Schnerring und Sascha Verlan,"die Autoren Es sprachen: Janina Sachau, Sigrid Burkholder, Isis Krüger, Matthias Haase und Martin Bross",https://www.hoerspielundfeature.de/elterntagebuecher-aus-zwei-jahrhunderten-erinnern-und-100.html,"""Every great time requires great and tough people, great in ability, character and faith. We want to educate you for this..."" (for Hans-Martin, 1939). - record the thoughts and feelings that come to them after the arrival of their child, form a memory book, a guide for the adolescents."
553,Natur an Autorin - Autorin an Natur,2020,2020,DLF/DLF Kultur,WDR/BR,Autobiographical lives,feature / documentary,Freistil,nature writing,author; woman,Elke Heinemann,Martin Zylka Redaktion Dlf: Klaus Pilger,https://www.hoerspielundfeature.de/freistil-natur-an-autorin-100.html,Nature writing is more than nature poetry. It is the literary response to the age of the Anthropocene. Author Elke Heinemann succeeds in a self-experiment in the tradition of Henry David Thoreau's “Walden”.
